decomp_temp,pyrol_temp,gasifier_temp,air_to_biomass_ratio,gasifier_length,gasifier_diameter,fuel_cell_temp,Acell,fuel_utilization_factor,depleted_fuel_frac,Power,CO2_emitted,H2_produced,current_density,cell_current
528.0,669.0,839.0,0.95,1.15,0.58,912.56,0.35455,0.81,0.16,1533.2317412791012,2375.7271,89.2267606,4176.044222637005,1480.6164791359502
467.0,605.0,887.0,0.83,2.29,0.74,928.1099999999999,0.36316,0.7,0.16,1576.590447920596,1388.75628,71.8094849,3829.0348805066537,1390.5523072047963
467.0,629.0,702.0,0.66,1.48,1.61,887.54,0.32409,0.63,0.34,1074.875341649719,1664.80797,77.0107621,3073.36544498051,996.0470070637334
530.0,677.0,724.0,0.6,1.73,0.71,985.4200000000001,0.26057,0.65,0.35,1707.2236915632052,2515.56279,90.8181608,6555.173845661612,1708.0816489640465
448.0,654.0,773.0,0.76,1.81,1.65,877.3499999999999,0.3849,0.63,0.25,1589.1565505851968,2119.30248,85.7012301,4235.694452957392,1630.3187949433002
545.0,659.0,757.0,0.9,1.25,0.57,957.7,0.29551,0.68,0.13,1783.9803126519048,2163.78299,85.5823698,5814.9489699591295,1718.3755701126222
437.0,603.0,840.0,0.92,2.65,1.56,932.3800000000001,0.25493,0.72,0.34,1685.369825347473,1388.78194,71.1115074,7923.001646781991,2019.810809814133
552.0,626.0,722.0,0.93,1.62,0.68,979.6600000000001,0.31999,0.64,0.2,1675.8927384563162,1608.36744,75.6207694,4400.471211695365,1408.1067830303998
448.0,604.0,780.0,0.82,2.04,1.48,989.4000000000001,0.26982,0.77,0.21,1475.0740883412604,1364.36527,70.4549041,4962.79270056756,1339.0607264671391
454.0,658.0,884.0,0.6,1.56,1.89,868.4200000000001,0.3311,0.71,0.21,1196.4988308021436,2244.70472,88.8482617,3622.7381842599307,1199.4886128084631
589.0,655.0,805.0,0.86,2.79,1.11,875.3900000000001,0.37082,0.55,0.33,1222.083656521034,2142.79901,86.1972077,3044.1416174454216,1128.8285945811112
541.0,642.0,725.0,0.73,1.54,0.55,989.1099999999999,0.38338,0.69,0.38,1965.4025338479453,1858.91389,80.4484515,4289.900676224025,1644.6621212507669
